Modelo,Clase,FPR,TPR,Threshold,AUC
SVM,ADHD,0.4118257261410788,0.7638888888888888,0.00017798108841000947,0.6929100391885661
SVM,ADHD,0.41286307053941906,0.7638888888888888,0.0001774939243711708,0.6929100391885661
SVM,ADHD,0.41286307053941906,0.7777777777777778,0.0001767786120207805,0.6929100391885661
SVM,ADHD,0.4190871369294606,0.7777777777777778,0.00017008385566757544,0.6929100391885661
SVM,ADHD,0.4190871369294606,0.7916666666666666,0.0001699662924216315,0.6929100391885661
SVM,ADHD,0.4221991701244813,0.7916666666666666,0.00016798554196724742,0.6929100391885661
SVM,ADHD,0.4221991701244813,0.8055555555555556,0.0001677884711708409,0.6929100391885661
SVM,ADHD,0.43257261410788383,0.8055555555555556,0.0001531082971676207,0.6929100391885661
SVM,ADHD,0.43257261410788383,0.8194444444444444,0.0001527300796081473,0.6929100391885661
SVM,ADHD,0.47977178423236516,0.8194444444444444,0.00011072161022400437,0.6929100391885661
SVM,ADHD,0.47977178423236516,0.8333333333333334,0.00011057437203777407,0.6929100391885661
SVM,ADHD,0.49429460580912865,0.8333333333333334,0.00010126184421715218,0.6929100391885661
SVM,ADHD,0.49429460580912865,0.8472222222222222,0.00010067629172168686,0.6929100391885661
SVM,ADHD,0.5088174273858921,0.8472222222222222,9.251839297856187e-05,0.6929100391885661
SVM,ADHD,0.5088174273858921,0.8611111111111112,9.234402241327781e-05,0.6929100391885661
SVM,ADHD,0.5767634854771784,0.8611111111111112,5.336991531860448e-05,0.6929100391885661
SVM,ADHD,0.5767634854771784,0.875,5.3137887327394635e-05,0.6929100391885661
SVM,ADHD,0.5783195020746889,0.875,5.258884709139275e-05,0.6929100391885661
SVM,ADHD,0.5783195020746889,0.8888888888888888,5.243764556409605e-05,0.6929100391885661
SVM,ADHD,0.6058091286307054,0.8888888888888888,4.148219369868353e-05,0.6929100391885661
